PROG,USO,DESTINAZIONE,PORTATA,FLAG_ANN_MASSA_RIMORC,CILINDRATA,ALIMENTAZIONE,MASSA_RIMORCHIABILE,NUMERO_POSTI,TIPO_ALIMENTAZIONE_IMPIANTO,KW,DT_PRIMA_IMMATRICOLAZIONE,NUMERO_ASSI,COD_SIGLA_EURO,EMISSIONI_CO2,PESO_COMPLESSIVO,COD_ISTAT_COMUNE,COD_ISTAT_PROVINCIA
4607724,4,J,1000,A, , ,,, ,,1989,1,EURO0,0,1300,029,017
710077,0,A,0,,01570,B,,5,,0,,0,,,0,133,013
3292399,0,M,139,A,"600,00",B,0,2,,57,2000,2,EURO1,0,440,073,017
14536586,0,A,405,P,"1242,00",B,800,4,,51,2015,2,EURO6,1150,1345,216,016
7627294,0,M,125,A,01064,B,,2,,55,2006,2,EURO2,0,470,012,108
7375619,0,A,485,P,01242,B,900,4,,48,2006,2,EURO4,1400,1575,144,017
1792720,0,A,434,P,01968,G,1400,5,,103,2004,2,EURO4,1490,1910,029,017
3475439,0,A,475,P,01870,G,1300,5,,72,2000,2,EURO2,1570,1840,027,108
8812536,0,A,398,P,01124,B,920,5,,44.1,2007,2,EURO4,1400,1483,143,013
8774375,0,M,107,A,00153,B,0,2,,11.6,2007,2,EURO3,0,317,238,016
13109866,0,A,365,P,"1242,00",B,800,4,,51,2012,2,EURO5,1130,1305,027,015
8478406,0,A,480,P,01461,G,1200,5,,60,2003,2,EURO3,1130,1515,098,012
10746705,0,M,100,A,00124,B,0,2,,7.7,2009,2,EURO3,0,300,146,015
12682212,0,A,365,P,"1242,00",B,800,4,,51,2012,2,EURO5,1130,1305,041,013
1205544,0,A,575,P,02497,G,3000,5,,125,2006,2,EURO4,2090,2640,026,015
12443560,0,A,441,P,"1242,00",B,600,5,,60,2011,2,EURO5,1290,1495,023,017
3822710,0,A,0,P,01242,B,900,5,,44,1998,2,EURO2,1580,1330,143,013
11760461,0,A,485,P,"1248,00",G,1000,5,F,55,2010,2,EURO5,1080,1665,158,017
1797156,0,A,534,P,01997,G,1100,5,,66,2004,2,EURO3,1520,1920,050,108
15932644,4,C,478,P,"1499,00",G,500,2,,55.2,2017,2,EURO6,1040,1795,206,015
10578407,0,A,360,A,00796,GPL,,5,,38,2009,2,EURO4,1190,1250,142,015
923984,0,A,355,P,02393,G,1300,5,,81,1985,2,EURO0,0,1675,232,016
868247,0,M,0,,00121,B,,2,,0,,0,,,0,075,013
8032889,0,A,445,P,01910,G,1300,5,,110,2007,2,EURO4,1570,1830,183,016
9569913,0,A,460,P,01596,B,1100,5,,76,1996,2,EURO1,0,1705,142,015
1371638,4,C,774,P,01997,G,1300,3,,69,2005,2,EURO3,0,2250,033,020
7549082,0,A,529,P,01560,G,1200,5,,66,2006,2,EURO4,1270,1920,135,018
14756038,0,A,495,P,"1560,00",G,1300,5,F,68,2016,2,EURO5,1230,1948,146,015
13830586,0,A,545,P,"1968,00",G,1800,5,,81,2014,2,EURO5,1540,2070,025,097
9701423,0,M,132,A,00696,B,0,2,,54.5,2008,2,EURO3,0,390,030,108
12848933,2,A,488,P,"1199,00",G,1000,5,,55,2012,2,EURO5,990,1620,146,015
5249116,5,V,3500,A,05861,G,0,3,,105,1999,2,EURO2,0,8000,019,020
8485197,0,A,435,P,01495,B,1350,5,,77,2007,2,EURO4,1900,1720,039,108
8613041,0,M,106,A,"399,00",B,0,2,,28.7,2007,2,EURO3,0,427,042,013
13820872,0,A,412,A,"998,00",B,0,5,,48.5,2014,2,EURO5,1080,1420,062,015
3060425,0,A,435,P,01242,B,1000,5,,44,2001,2,EURO3,1360,1370,250,015
6702429,0,M,85,A,00163,B,0,2,,8.27,2006,2,EURO2,0,286,146,015
6179733,0,M,72,A,00123,MSC,,2,,5.89,1981,2,EURO0,0,246,140,015
778563,0,A,330,P,00770,B,800,5,,25,1989,2,EURO0,0,1100,240,016
4520583,0,A,440,P,01997,G,1100,5,,66,2000,2,EURO2,1360,1585,113,017
14263468,0,M,135,A,"1170,00",B,0,2,,74,2006,2,EURO3,0,435,182,018
7208376,0,A,275,A,01299,B,,4,,51,2003,2,EURO4,1500,1265,050,108
2417784,0,A,375,P,00998,B,600,5,,44,2002,2,EURO4,1490,1340,105,015
2251441,4,C,405,P,01910,G,600,4,,44,2002,2,EURO3,0,1545,038,017
12032845,0,A,620,P,"1997,00",G,1400,7,,110,2011,2,EURO5,1540,2308,146,015
5915794,4,C,1320,A,02500,G,,3,,55,1991,2,EURO0,0,3170,001,108
6168222,0,A,330,,01995,B,,5,,83,1982,2,EURO0,,1480,017,020
6416301,4,J,343,A,,,,,,,1979,1,EURO0,0,470,052,019
3248281,0,A,435,P,01242,B,1000,5,,44,2000,2,EURO2,1360,1385,006,108
9833507,0,M,122,A,00599,B,,2,,75,2008,2,EURO3,0,395,025,108
10468726,4,C,1158,P,02464,G,2000,3,,107,2009,2,EURO4,0,2985,146,015
115075,0,M,70,A,00742,B,,2,,42,1991,2,EURO0,0,373,116,015
6280946,4,C,1000,A,02360,G,,3,,45,1978,2,EURO0,0,2450,182,018
11320758,0,A,500,P,01991,G,1600,5,,110,2010,2,EURO4,1870,2260,020,108
1630559,0,A,405,P,"2496,00",G,1800,5,,132,2004,2,EURO3,2270,2230,041,013
10499387,4,C,560,P,01296,B,600,2,,48,2009,2,EURO4,1990,1500,011,014
177705,0,A,335,,00845,B,,4,,21,,2,,,1095,205,015
13394032,0,A,260,A,"998,00",B,0,4,,50,2013,2,EURO6,1020,1190,146,015
6124802,4,I,625,P,02800,G,1500,6,,93.5,2001,2,EURO3,0,3400,139,015
10884370,0,A,440,P,01368,GPL,900,4,,57,2009,2,EURO4,1150,1490,025,017
15086314,0,A,430,P,"1598,00",G,1300,5,F,88,2015,2,EURO6,1030,1815,049,108
1709791,0,A,545,P,01796,B,1300,7,,92,2004,2,EURO4,1960,1980,075,013
14389639,0,A,425,P,"1242,00",B,800,5,,51,2014,2,EURO6,1200,1440,119,012
639707,0,A,330,P,00903,B,780,5,,33,1978,2,EURO0,0,1110,250,013
5578752,0,A,370,P,01929,G,1100,5,,48,1988,2,EURO0,0,1480,043,098
2702977,0,A,450,P,01910,G,1400,5,,85,2001,2,EURO3,1620,1875,014,020
3807703,4,P,360,P,00899,B,800,5,,29,1999,2,EURO2,1600,1150,064,013
12062014,0,A,410,P,"1248,00",B,800,5,,57.2,2011,2,EURO4,1240,1415,034,016
12658882,0,A,735,P,"2982,00",G,2800,5,,127,2007,2,EURO4,2430,2850,029,018
1674025,7,H,30100,A,00000,,,0,,0,2003,5,,0,38400,170,015
477850,0,A,400,,01598,G,,5,,40,,2,,,1480,033,108
14036393,0,A,547,P,"1598,00",GPL,1400,7,,60.5,2014,2,EURO5,1390,1874,016,016
3221866,0,A,420,P,01124,B,700,5,,44.1,2000,2,EURO2,1540,1405,031,098
8876247,0,A,205,A,"999,00",B,0,2,,62,2007,2,EURO4,1160,1050,146,015
7526909,0,A,315,A,00998,B,0,4,,50,2006,2,EURO4,1090,1190,009,014
4776640,0,A,360,P,01766,B,1090,5,,66.24,1981,2,EURO0,0,1450,028,013
11747799,0,A,559,P,"2400,00",G,2000,5,,151,2010,2,EURO5,1780,2200,085,015
10336896,4,C,930,P,02148,G,2000,3,,110,2006,2,EURO4,0,2770,118,015
2602229,0,A,425,P,01995,G,1600,5,,110,2001,2,EURO3,1900,2025,003,108
4007556,0,A,380,P,01108,B,900,5,,40,1996,2,EURO2,0,1315,133,017
1036073,0,A,405,P,01493,G,750,5,,70,2005,2,EURO4,1210,1570,075,013
9954750,6,E,29630,A,00000,,,0,,0,1995,4,,0,36800,153,018
6568782,0,A,572,P,01995,G,1050,7,,74,2002,2,EURO3,1750,2075,182,015
7841169,0,A,435,P,01242,B,1000,5,,59,2000,2,EURO3,1420,1430,247,015
10591585,0,M,105,A,00096,B,,2,,4.6,2009,2,EURO3,0,280,069,020
2619988,0,A,497,P,01389,B,850,5,,66,2001,2,EURO4,1730,1660,133,012
8959807,0,A,455,P,01149,B,900,5,M,55,2007,2,EURO4,1400,1610,020,017
12845452,0,A,442,P,"1124,00",B,775,5,,44.1,2012,2,EURO5,1370,1527,195,015
10730430,0,A,310,A,00998,B,,4,,50,2009,2,EURO4,1060,1190,075,012
7399509,4,C,1360,P,02286,G,2000,2,,81,2005,2,EURO3,0,3300,014,018
11625358,0,A,455,P,"2967,00",G,1900,4,,176,2010,2,EURO5,1740,2250,053,012
15626792,0,M,125,A,"865,00",B,0,2,,50.1,2014,2,EURO3,0,430,146,015
1885890,0,A,505,P,02685,G,1900,5,,130,2003,2,EURO3,1800,2200,119,012
66613,0,A,375,,01196,B,,5,,44,,2,,,1300,165,013
1091056,0,A,330,P,"1050,00",B,770,5,,51.52,1979,2,EURO0,0,1100,187,017
13860759,0,A,422,P,"1598,00",B,1400,5,,77,2014,2,EURO5,1650,1721,021,019
11474888,0,A,360,A,00995,B,0,5,,50,2010,2,EURO5,1190,1355,017,020
8207271,0,A,410,P,01248,G,1000,5,,51,2003,2,EURO4,1220,1520,052,014
14219735,4,C,585,P,"1248,00",G,1000,2,F,55,2015,2,EURO5,1190,1750,070,014
744853,0,A,375,A,03299,B,0,4,,221,1991,2,,0,1680,120,016
13947520,0,A,445,P,"1753,00",G,880,5,,66,2008,2,EURO4,1720,2035,001,017
3758767,0,A,0,P,01996,B,1500,5,,151,1998,2,EURO2,2780,2005,146,015
2349136,0,A,451,P,01124,B,600,5,,44.1,2002,2,EURO3,1450,1310,133,012
5399986,0,A,460,P,01595,B,1000,5,,74,1995,2,EURO2,0,1780,036,015
1913125,0,A,435,P,01248,G,1000,5,,51,2003,2,EURO4,1190,1490,035,020
13445557,4,C,566,P,"1560,00",G,985,3,,55,2013,2,EURO6,1330,1945,105,012
10989223,0,A,446,P,01229,B,850,5,,59,2009,2,EURO4,1390,1605,114,017
13167890,0,A,380,A,"1242,00",B,0,4,,51,2013,2,EURO5,1150,1320,146,015
3956079,4,I,450,P,01929,G,1000,5,,60,1992,2,EURO1,0,2600,178,016
13268986,0,A,510,P,"2179,00",G,1800,5,,140,2013,2,EURO5,1740,2350,036,097
8551775,0,A,335,P,01149,B,600,4,,43,2007,2,EURO4,1380,1230,077,015
735422,0,A,400,,01997,B,,5,,80,,2,,,1925,146,015
2305003,0,A,390,P,01360,B,1174,5,,54,2002,2,EURO3,1480,1470,041,013
8614279,0,M,0,A,00121,MSC,,2,,5,1979,2,EURO0,0,0,102,018
8991355,0,A,330,P,00899,B,800,5,,29,1995,2,EURO1,0,1115,051,098
10628343,4,C,710,P,01753,G,1200,2,,66,2009,2,EURO4,1740,2240,096,017
15794553,0,M,105,A,"847,00",B,0,2,,84.6,2017,2,EURO4,0,390,028,108
956201,0,A,380,,01870,G,,4,,96,,2,,,1885,002,020
8414251,4,C,655,P,01910,G,1300,2,,77,2007,2,EURO4,0,2010,018,016
4181412,0,A,350,P,00999,B,800,5,,33,1992,2,EURO0,0,1190,162,017
10156872,0,A,435,P,01242,B,1242,5,,44,,0,EURO4,1360,1385,040,108
12704445,0,A,325,P,"1364,00",G,800,5,,66,2012,2,EURO5,1130,1600,093,015
12660808,0,A,445,P,1910,G,1500,5,,88,2008,2,EURO4,1570,2040,026,012
11056286,0,A,370,P,01242,B,800,4,,44,2009,2,EURO4,1550,1425,027,014
7473195,0,A,485,P,01242,B,900,5,,48,2006,2,EURO4,1400,1590,146,015
12186733,0,A,563,P,"1968,00",G,1800,5,,103,2011,2,EURO5,1450,2132,029,012
14359535,0,A,524,P,"1560,00",G,1300,5,F,84,2015,2,EURO5,960,1890,087,015
9847334,0,A,485,P,01242,B,900,5,,48,2008,2,EURO4,1390,1590,053,097
10171043,4,C,551,P,01560,G,1125,3,,66.2,2008,2,EURO4,1530,1980,146,015
14291039,0,M,145,A,"1170,00",B,0,2,,92,2015,2,EURO3,0,480,133,012
10780320,0,A,355,P,00998,B,750,5,,51,2009,2,EURO4,1180,1440,012,018
1123168,0,A,525,P,01248,G,1300,5,,62,2006,2,EURO4,1450,1930,219,015
1025129,0,A,330,P,00999,B,900,5,,37,1988,2,EURO0,0,1190,022,017
13821445,0,A,365,P,1242,B,800,4,,51,2007,2,EURO4,1190,1305,039,108
15542537,0,A,485,P,"1987,00",B,2000,5,,116,2011,2,EURO5,1780,2070,119,012
6380582,0,A,0,,00499,B,,4,,0,,0,,,0,125,017
6476100,0,M,136,A,00645,B,,2,,51.5,2000,2,EURO1,0,400,195,015
9477632,0,A,0,A,00602,B,0,4,,23.5,,2,EURO0,0,0,021,019
12078355,0,A,443,P,"1390,00",B,1000,5,,63,2011,2,EURO5,1430,1570,055,013
12903106,0,A,563,P,"1598,00",G,1400,5,,77,2012,2,EURO5,1290,2030,133,012
11586606,0,A,415,P,01149,B,900,5,,55,2010,2,EURO4,1390,1640,028,108
8349215,0,M,105,A,00645,B,0,2,,55,2007,2,EURO2,0,370,227,013
9933495,0,A,440,P,01198,B,800,5,,51,2008,2,EURO4,1400,1565,119,012
13469328,0,A,0,P,1248,G,1000,5,,62,2013,2,EURO5,90,1705,098,019
12991941,0,A,430,P,"1368,00",B,1300,5,,77,2012,2,EURO5,1490,1785,146,015
7038246,3,B,1710,A,03758,G,,23,,62.56,1981,2,EURO0,0,5000,103,016
12557043,0,A,0,A,998,B,0,4,,50,2011,2,EURO5,105,1190,035,019
3781249,0,A,398,P,01341,B,900,5,,62,1998,2,EURO2,0,1480,016,012
13806154,4,C,886,P,"1995,00",G,2000,6,F,84,2014,2,EURO5,2070,2830,133,016
8375152,0,A,423,P,01999,B,1350,4,,107,2007,2,EURO4,1740,1750,172,015
15066088,0,A,455,P,"999,00",B,800,5,,55,2016,2,EURO6,1090,1534,144,015
11150881,0,A,485,P,01242,B,900,5,,48,,2,EURO4,1390,1590,033,108
5931752,4,C,990,P,02299,G,2000,2,,58,1997,2,EURO2,0,2800,018,016
6208644,0,A,390,,01984,B,,5,,66,,2,,,1650,195,015
7753791,0,A,470,P,01699,B,1300,5,,85,2006,2,EURO4,1750,1830,036,015
6127412,,,2960,,04570,G,,3,,73,,2,,,6700,070,012
7513799,0,A,297,P,01360,B,530,4,,54,2006,2,EURO4,1430,1362,005,014
14658778,0,A,525,P,"1461,00",G,1350,5,F,81,2015,2,EURO6,1030,1910,198,016
3952774,0,A,380,P,01301,B,1000,5,,57,1984,2,EURO0,0,1385,139,016
9808386,0,A,518,P,02179,G,2000,5,,112,2008,2,EURO4,2240,2505,003,012
13372569,0,A,494,P,"1560,00",G,1200,5,,66,2007,2,EURO4,1250,1880,209,015
2496955,0,A,465,P,01149,B,1100,5,,43,2002,2,EURO3,1430,1420,159,013
6997965,5,C,24000,P,11020,G,20000,2,,267,1990,3,EURO0,0,24000,071,015
7846061,0,A,385,P,01248,G,800,5,,51,2007,2,EURO4,1330,1480,146,015
13952499,0,A,512,P,1461,G,1200,5,,66,,2,EURO5,930,1658,182,015
832861,0,M,0,,00123,B,,2,,0,,0,,,0,122,017
2953075,0,A,465,P,01149,B,1100,5,,43,2001,2,EURO3,1460,1440,070,012
7729275,0,A,370,P,01242,B,800,4,,44,2006,2,EURO4,1560,1425,146,015
3881798,0,A,420,P,02461,G,1800,5,,103,1999,2,EURO2,1690,2120,157,015
1795245,0,A,330,A,00995,B,0,5,,46.5,2003,2,EURO3,1580,1230,036,097
338365,0,A,410,,01588,G,,5,,59,,2,,,1465,034,108
13644948,0,A,507,P,1968,G,1600,5,,110,2013,2,EURO5,1060,1860,132,018
13983719,0,A,487,P,"1753,00",G,1200,5,,74,2004,2,EURO3,1380,1760,150,018
11630508,0,A,275,A,"998,00",B,0,4,,50,2010,2,EURO4,1070,1190,029,017
15932133,0,A,395,P,"998,00",B,730,5,,51,2017,2,EURO6,990,1450,139,012
10660576,0,A,489,P,01461,G,1300,5,,81,2009,2,EURO4,1200,1779,194,016
5056032,0,M,70,A,00572,B,,2,,44.16,1982,2,EURO0,0,346,188,013
155519,0,A,330,,01608,G,,5,,39,,2,,,1350,125,015
14445156,0,A,487,P,"1598,00",G,1300,5,F,100,2015,2,EURO6,1110,2100,243,015
8295189,0,A,561,P,01984,B,1500,5,,110,2007,2,EURO4,2080,2110,023,108
13343703,0,A,580,P,1598,G,1400,5,,96,2013,2,EURO6,1190,2085,146,015
2431153,0,A,470,P,02148,G,2000,7,,90,2001,2,EURO3,2140,2700,192,015
14597029,0,A,0,A,1997,G,0,5,,85,,2,EURO5,0,0,195,015
3273732,0,A,330,A,00796,B,,5,,37.5,2000,2,EURO2,1610,1210,017,108
2849692,0,M,118,A,00385,B,0,2,,23.5,2001,2,EURO1,0,390,175,015
7797788,6,H,28980,A,00000,,,0,,0,1993,4,,0,36000,189,015
10575435,0,A,425,P,01598,B,750,5,,88,2009,2,EURO4,1320,1645,116,012
6070653,0,A,335,P,00845,B,560,5,,21,1984,2,EURO0,0,1095,118,012
4453684,4,C,1570,P,02874,G,2000,3,,90,1996,,EURO2,0,3500,035,108
12758325,0,A,365,P,"1242,00",B,800,4,,51,2011,2,EURO5,1130,1305,118,015
13267797,0,M,130,A,"680,00",B,0,2,,44.1,2013,2,EURO3,0,419,102,013
11227068,0,A,441,P,01242,B,500,5,,44,2009,2,EURO5,1270,1495,146,015
6677709,0,A,377,P,01086,B,700,4,,46.3,2006,2,EURO4,1280,1336,166,015
299822,0,A,330,,01275,B,,5,,47,,2,,,1130,146,015
2589579,0,M,107,A,00249,B,0,2,,16.9,2002,2,EURO1,0,370,032,015
9670563,0,A,340,P,01108,B,800,4,,40,2008,2,EURO4,1350,1255,115,016
2392681,0,A,769,P,01997,G,1850,8,,80,2002,2,EURO3,1860,2505,059,015
14744313,0,A,473,P,"898,00",B,1200,5,,66,2016,2,EURO6,1130,1653,165,013
13937815,0,A,460,P,"1242,00",B,750,5,,51,2014,2,EURO6,1200,1500,168,015
5152176,0,A,350,P,01296,B,900,5,,50.78,1981,2,EURO0,0,1250,181,018
5523113,0,A,330,P,01124,B,900,5,,36,1984,2,EURO0,0,1195,001,108
12295759,0,A,470,P,"2143,00",G,1800,4,,125,2011,2,EURO5,1390,2100,005,019
13599599,0,A,339,P,"1086,00",B,700,5,,50.8,2013,2,EURO5,1100,1405,204,015
2169416,0,A,0,P,01689,G,800,5,,70,2003,2,EURO3,1330,0,024,016
14455091,0,A,412,A,"998,00",B,0,5,,48.5,2015,2,EURO6,1080,1420,171,015
2418088,0,A,435,P,01242,B,1000,5,,44,2002,2,EURO3,1360,1385,146,015
1353099,0,M,108,A,00198,B,0,2,,8.6,2005,2,EURO2,0,300,024,016
7737252,6,H,20500,A,0,,0,0,,0,2006,3,,0,26000,150,016
6945534,0,A,270,P,01589,B,1250,4,,70,1989,2,EURO0,0,1580,102,012
8168905,0,A,445,P,01910,G,1300,5,,85,2005,2,EURO3,1550,1810,144,017
9203663,0,M,131,A,00099,B,,2,,6,1998,2,,0,300,127,017
14665238,0,M,90,A,"400,00",B,0,2,,26.5,2015,2,EURO3,0,374,134,017
4452033,0,A,535,P,01598,B,1200,5,,77,1998,2,EURO2,0,1860,054,014
1044414,0,A,545,P,01598,B,1100,5,,77,2006,2,EURO4,1610,1860,039,108
15890881,0,A,364,P,"1199,00",B,1150,5,,60,2017,2,EURO6,1090,1484,086,097
428562,0,A,470,,02499,G,,5,,92,,2,EURO1,,2050,012,015
12462993,0,M,126,A,"645,00",B,0,2,,50.5,2011,2,EURO3,0,415,041,018
14039906,0,A,670,P,"1560,00",G,1300,5,F,84,2014,2,EURO5,1190,2060,133,017
1644769,0,M,120,A,00998,B,,2,,122,2004,2,EURO2,0,418,060,098
10185222,0,A,323,P,01206,GPL,1000,5,,62,2008,2,EURO4,1160,1503,179,015
1386833,0,A,525,P,01991,G,1600,5,,82.5,2004,2,EURO3,1870,2210,012,098
261947,0,A,340,,01588,G,,5,,39,,2,,,1280,161,018
9037502,4,C,415,P,01997,G,1300,4,,66,2003,2,EURO3,0,1850,146,015
10330870,0,A,555,P,02967,G,1900,5,,171,2008,2,EURO4,2270,2455,146,015
2339488,0,A,370,P,01246,B,1000,5,,57,2002,2,EURO4,1290,1455,036,019
1259976,0,A,475,P,01587,B,900,5,,70,2005,2,EURO3,1780,1790,034,012
11816570,0,A,603,P,"2400,00",G,2000,5,,136,2010,2,EURO4,1950,2310,146,015
2696309,0,A,545,P,02172,G,1400,5,,92,2001,2,EURO3,1780,2040,078,017
5866078,0,M,113,A,00600,B,0,2,,70,2003,2,EURO1,0,384,146,015
2078373,0,A,410,P,01753,G,1200,5,,74,2003,2,EURO3,1400,1760,146,015
1110371,0,A,0,,02496,B,,5,,0,,0,,,0,023,017
7432334,0,A,465,P,02926,G,1800,5,,135,2001,2,EURO3,1860,2155,036,019
10094071,4,C,705,P,01248,G,1000,2,,55,2008,2,EURO4,0,2020,052,108
14998915,4,C,738,P,"1968,00",G,1500,2,,75,2016,2,EURO6,1210,2299,031,098
11101912,0,A,440,P,01368,GPL,900,4,,57,2009,2,EURO4,1150,1490,029,017
12427321,3,A,544,P,"1968,00",G,1500,5,,103,2011,2,EURO5,1440,2049,118,015
11876481,4,C,925,P,"1997,00",G,2000,3,,88,2010,2,EURO4,1940,2702,146,015
1489592,0,A,631,P,01998,G,1800,5,,96,2004,2,EURO3,1600,2195,061,018
10445009,0,A,440,P,01198,B,800,5,,51,2009,2,EURO4,1400,1565,092,012
1572522,0,A,769,P,01997,G,1850,8,,80,2004,2,EURO3,1860,2505,114,012
13436592,0,A,508,P,"1560,00",G,1400,5,,82,2013,2,EURO5,1190,1970,118,015
11211235,0,M,85,A,00101,B,0,2,,5.8,2010,2,EURO3,0,250,146,015
38023,0,A,350,,01995,B,,5,,107,,2,,,1600,174,017
14042699,0,A,406,P,"1248,00",G,1000,5,F,55,2014,2,EURO5,1100,1665,029,012
11786603,4,C,400,A,"2998,00",G,0,3,,130,2010,2,EURO4,2772,3500,029,017
12483746,0,A,574,P,"1560,00",G,1300,5,,84,2011,2,EURO5,1190,2110,034,012
13577935,6,C,4100,A,5861,G,0,3,,130,1987,2,EURO0,0,11500,064,016
15662988,0,A,460,P,"1242,00",B,750,5,,51,2016,2,EURO6,1200,1500,177,018
7703902,0,A,360,P,00998,B,750,5,,51,2006,2,EURO4,1270,1440,111,013
3107334,0,A,357,P,00999,B,650,4,,37,2000,2,EURO4,1390,1370,011,015
3844671,0,A,260,A,1781,B,0,4,,132,1999,2,EURO2,151,1575,010,015
7969368,0,A,479,P,01198,B,800,5,,47,2007,2,EURO4,1400,1570,060,015
13014771,0,A,361,A,"1198,00",B,0,4,,40,2006,2,EURO4,1460,1480,119,012
9471513,0,A,0,P,1398,G,1100,5,,50,,2,EURO4,115,1539,189,016
7134097,0,M,70,A,00125,B-O,,2,,17,1991,2,EURO0,0,275,039,012
7839781,0,A,280,A,"998,00",B,0,4,,50,2007,2,EURO4,1090,1180,046,012
5242918,0,A,430,P,01581,B,1200,5,,55,1995,2,EURO1,0,1620,146,015
9907220,0,M,120,A,00675,B,0,2,,78.1,2008,2,EURO3,0,381,201,015
14045364,0,A,310,A,"998,00",B,0,4,,51,2014,2,EURO5,950,1240,033,016
13493738,0,A,434,A,"1248,00",B,0,5,,64,2013,2,EURO5,1140,1450,162,018
7277112,0,M,70,A,00123,B,,1,,18.05,1972,2,EURO0,0,160,093,015
11191310,0,A,449,P,01242,B,500,5,,44,2009,2,EURO5,1270,1490,044,097
5632763,4,C,1450,P,02499,G,2000,3,,69,1990,2,EURO1,0,3500,046,018
10075759,0,A,495,P,01998,B,1500,5,,112,2008,2,EURO4,2120,2110,026,012
15958304,0,A,320,P,"1587,00",B,1100,4,,80,2002,2,EURO3,1660,1535,081,015
6683615,0,M,113,A,00919,B,,2,,81,2002,2,EURO1,0,406,070,017
4487975,0,A,365,P,00899,B,400,5,,29,1998,2,EURO2,0,1150,126,012
10049965,0,A,575,P,"1997,00",G,1800,5,,103,2008,2,EURO4,1560,2275,023,108
10351064,0,A,440,P,01242,B,750,4,,44,2008,2,EURO4,1390,1460,042,012
10746735,0,A,370,P,01242,B,800,4,,44,2009,2,EURO4,1190,1305,033,020
7619350,0,A,414,P,00999,B,700,5,,44.5,2006,2,EURO4,1230,1350,086,018
5860027,0,A,430,P,01585,B,1100,5,,74,1987,2,EURO0,0,1510,110,018
14756574,0,A,480,P,"2143,00",G,1800,5,F,130,2016,2,EURO6,1270,2075,008,097
11456820,0,A,446,P,01229,B,850,5,,63,2010,2,EURO5,1240,1605,115,015
11801295,0,A,320,P,"996,00",B,200,4,,50,2010,2,EURO5,1030,1250,118,015
4229726,4,C,1250,P,02496,G,1500,3,,56,1998,2,EURO2,0,3500,020,017
2578630,4,C,1131,P,01870,G,2000,3,,74,2002,2,EURO3,0,2900,146,015
5718848,4,X,0,A,0,,0,0,,0,1990,1,EURO0,0,710,146,015
9840970,4,C,500,P,01910,G,1300,2,,77,1999,2,EURO2,0,1845,098,019
5421987,0,A,330,P,01118,B,900,5,,39,1990,2,EURO0,0,1220,168,015
15560661,0,A,460,P,"1242,00",B,750,5,,51,2016,2,EURO6,1200,1500,011,108
14075269,0,A,447,P,"1560,00",G,820,5,F,68,2014,2,EURO5,980,1692,133,012
14466936,0,A,475,P,"1248,00",G,1000,5,F,62,2015,2,EURO5,1100,1845,006,012
3616519,0,A,410,P,01698,G,1100,5,,46,1999,2,EURO2,0,1510,057,014
7544029,0,A,370,P,"1242,00",B,800,5,,44,2006,2,EURO4,1560,1425,110,017
7527599,0,M,135,A,01170,B,0,2,,74,2006,2,EURO3,0,435,178,015
1672379,0,A,480,P,"1461,00",G,1200,5,,60,2004,2,EURO3,1100,1530,029,017
14727998,0,A,361,A,"999,00",B,0,4,,55,2016,2,EURO6,1060,1290,077,015
11499458,0,A,375,A,01560,G,0,4,F,66,2010,2,EURO4,1040,1540,135,018
13205128,0,M,111,A,"1198,00",B,0,2,,109,2013,2,EURO3,0,430,042,012
12942886,0,A,565,P,"1560,00",G,1300,5,,68,2012,2,EURO5,1250,2070,133,013
8722882,0,A,560,P,02993,G,2700,5,F,173,2007,2,EURO4,2310,2740,031,020
2642661,0,A,390,P,01242,B,250,5,,55,2002,2,EURO4,1610,1450,014,012
7495954,0,A,315,A,00998,B,,4,,50,2006,2,EURO4,1090,1180,001,108
3520516,0,A,290,P,01905,G,1000,4,,46,2000,2,EURO2,0,1470,158,018
13580709,0,A,346,P,"1582,00",G,1300,5,,94,2013,2,EURO5,1290,1790,120,017
5801490,4,C,1550,P,02500,G,1500,3,,70,1992,2,EURO1,0,3320,146,015
14789134,0,A,451,P,"1461,00",G,1200,5,F,66,2016,2,EURO6,850,1711,123,012
1416063,0,A,368,P,01086,B,700,5,,47.8,2004,2,EURO3,1240,1350,023,108
11741774,0,M,75,A,"163,00",B,0,2,,8.2,2010,2,EURO3,0,276,146,015
1406647,0,A,370,P,01242,B,800,5,,44,2004,2,EURO4,1560,1410,024,016
11101789,0,A,465,P,1498,B,1000,5,,70,2009,2,EURO4,1620,1740,029,013
12486972,0,A,330,P,"1329,00",B,900,5,,73,2011,2,EURO5,1270,1470,029,017
8298753,0,A,305,P,01587,B,1137,4,,80,2005,2,EURO4,1560,1596,146,015
5248607,4,C,1770,P,04570,G,3500,3,,73,1978,2,EURO0,0,5000,048,018
8560978,4,C,895,P,02477,G,2700,5,,100,2007,2,EURO4,2280,2850,077,017
812111,0,M,105,A,00636,B,,2,,25,2005,2,EURO2,0,372,185,018
13933050,0,A,475,P,"998,00",B,650,5,,59,2014,2,EURO5,1050,1530,072,012
7491443,0,A,390,P,01198,B,800,5,,47,2006,2,EURO4,1420,1570,107,012
167402,0,A,330,,01301,B,,5,,77,,2,EURO0,,1245,146,015
7682165,0,A,395,P,1390,B,1000,5,,55,2006,2,EURO4,1580,1580,091,016
